,nback_lett_1,nback_lett_2,nback_lett_3,nback_spat_1,nback_spat_2,nback_spat_3,nback_comb_1,nback_comb_2,nback_comb_3,corsi_bspan_1,corsi_bspan_2,corsi_bspan_3,corsi_score_1,corsi_score_2,corsi_score_3,corsi_corr_1,corsi_corr_2,corsi_corr_3,corsi_mspan_1,corsi_mspan_2,corsi_mspan_3,kirk_ceil_1,kirk_ceil_2,kirk_ceil_3,kirk_raw_1,kirk_raw_2,kirk_raw_3,kirk_acc_1,kirk_acc_2,kirk_acc_3,kbit_ceil_1,kbit_ceil_2,kbit_ceil_3,kbit_raw_1,kbit_raw_2,kbit_raw_3,kbit_acc_1,kbit_acc_2,kbit_acc_3,dspan_mem_1,dspan_mem_2,dspan_mem_3,dspan_corr_1,dspan_corr_2,dspan_corr_3,dspan_time_1,dspan_time_2,dspan_time_3,mr2d_acc_1,mr2d_acc_2,mr2d_acc_3,mr2d_rt_1,mr2d_rt_2,mr2d_rt_3,mr3d_acc_1,mr3d_acc_2,mr3d_acc_3,mr3d_rt_1,mr3d_rt_2,mr3d_rt_3,mlat_raw_1,mlat_raw_2,mlat_raw_3,mlat_acc_1,mlat_acc_2,mlat_acc_3,grade_bsl_1,grade_bsl_2,grade_bsl_3,grade_terp_1,grade_terp_2,grade_terp_3
nback_lett_1,1,0.227448984,0.52804413,0.466995397,-0.26214082,-0.012035902,0.809459083,0.050107858,0.281423021,0.110377433,-0.195248594,0.344839291,0.172664279,-0.146518053,0.320715594,0.222479452,-0.081070664,0.224959888,0.222479452,-0.081070664,0.224959888,0.227720453,-0.496702957,-0.247827017,0.306125409,-2.78E-16,-0.179189652,0.199582537,0.569974518,-0.066463505,0.399174233,-0.570434267,0.071614665,0.420454213,0.26628149,0.003036359,0.26942956,0.678677145,-0.064281893,-0.085099773,NA,-0.241435724,0.110912775,NA,-0.172650627,-0.092363363,NA,-0.398689695,0.329012828,0.151689976,-0.015004036,0.394679451,0.374567038,0.025819381,0.178733555,NA,-0.235340406,-0.450034002,NA,-0.217200885,0.081288499,NA,NA,0.080141123,NA,NA,NA,0.119699064,0.00963087,NA,-0.003688029,0.435595005
nback_lett_2,0.227448984,1,-0.911645732,0.23914119,0.469307959,-0.410976956,0.239476544,0.93683119,-0.811739351,0.239040057,0.147700655,0.726900461,0.302342082,0.152188124,0.594385587,0.308496,0.124093806,0.286142848,0.308496,0.124093806,0.286142848,-0.084879131,-0.145918815,0.958186971,0.225807708,-0.158776837,0.870570992,0.255859472,-0.08694085,0.800877191,-0.207436011,0.061113233,0.286142848,0.297906984,0.504496561,0.565122889,0.372016283,0.435209267,0.726900461,NA,NA,0.462067015,NA,NA,0.99582078,NA,NA,0.430038263,-0.022282271,-0.029687467,0.999437108,-0.049796223,-0.029544193,-0.919502112,NA,NA,-0.512837145,NA,NA,0.479736137,NA,NA,NA,NA,NA,NA,NA,-0.230876509,-0.355237754,NA,NA,-0.347013577
nback_lett_3,0.52804413,-0.911645732,1,0.613216803,-0.944911183,0.177230259,0.683360177,-0.970725343,0.681595004,0.14243627,-0.125988158,0.172867282,0.03362805,-0.21821789,0.116400244,-0.015128403,-0.3086067,0.002468662,-0.015128403,-0.3086067,0.002468662,0.233239836,NA,-0.623233663,-0.364256969,-1,-0.608772767,-0.629102257,-1,-0.427109221,0.148908841,-1,-0.312889131,-0.416059756,-1,-0.522008192,-0.565319639,-1,-0.369415585,0.0985778,NA,-0.412081692,-0.095939051,NA,-0.303664333,0.012283684,NA,-0.55069374,-1,-1,-0.624886163,-1,-1,-0.401831226,-0.058037172,-1,-0.340756235,0.065921324,-1,-0.462023196,-0.27887013,NA,NA,-0.285044926,NA,NA,NA,-0.286262998,-0.286276496,NA,-1,-0.124717585
nback_spat_1,0.466995397,0.23914119,0.613216803,1,-0.130232715,0.244038899,0.892547527,0.124995877,0.484543712,0.314102918,0.019663203,0.327797079,0.302740081,0.123027434,0.289439721,0.239048321,0.185188558,0.196409694,0.239048321,0.185188558,0.196409694,0.221906201,-0.276807819,-0.332837323,0.195439687,0.03954825,-0.314405132,0.10793817,0.338583629,-0.17594204,0.460748804,-0.203215415,-0.183189588,0.503611825,0.106748032,-0.146804396,0.264589366,0.264361592,0.019979702,0.135773594,NA,0.194642857,0.323853151,NA,0.132090562,0.168760159,NA,0.051978763,-0.127761373,0.014704642,-0.380055849,0.460346962,0.484963619,-0.140595631,0.116800396,-1,-0.299361674,-0.408549048,-1,-0.183740103,-0.01455357,NA,NA,-0.015684826,NA,NA,NA,0.179372035,0.144482863,NA,0.219372469,0.188607992
nback_spat_2,-0.26214082,0.469307959,-0.944911183,-0.130232715,1,0.327326835,-0.230887036,0.74710379,-0.188982237,0.295951783,0.485744493,1,0.250782033,0.357491284,0.984324138,0.150628934,0.17602623,0.866025404,0.150628934,0.17602623,0.866025404,0.183448024,0.058616022,0.5,-0.189008281,0.012457252,0.970725343,-0.301085867,-0.090929926,0.993399268,0.201068502,0.617330288,0.866025404,0.326341018,0.65711144,0.977355555,0.09434218,0.152002459,1,NA,NA,0.944911183,NA,NA,0.661143091,NA,NA,0.932593765,0.145372591,0.352176214,0.703452458,-0.335807657,-0.264069682,-0.938334858,NA,NA,0.216777492,NA,NA,-0.253836541,NA,NA,NA,NA,NA,NA,NA,-0.552718216,-0.583991051,NA,NA,-0.706902415
nback_spat_3,-0.012035902,-0.410976956,0.177230259,0.244038899,0.327326835,1,0.174665071,-0.240192231,0.832517179,-0.07577069,0.3086067,-0.532212817,-0.054242744,0.534522484,-0.632250318,-0.090047641,0.755928946,-0.709146555,-0.090047641,0.755928946,-0.709146555,-0.154697981,NA,-0.054627638,-0.285063154,1,-0.042012196,-0.262865226,1,0.065290088,-0.282600769,1,-0.224925868,-0.592465849,1,-0.207538875,-0.265644833,1,0.013109969,-0.151261349,NA,0.023698575,0.150555278,NA,-0.358511661,-0.165610961,NA,0.057275001,1,1,-0.086230345,1,1,0.190717376,-0.084968685,-1,0.003313984,0.422500831,-1,-0.066536977,0.01891512,NA,NA,0.023862852,NA,NA,NA,-0.384094376,-0.172807268,NA,-1,0.0652897
nback_comb_1,0.809459083,0.239476544,0.683360177,0.892547527,-0.230887036,0.174665071,1,0.07693813,0.47616287,0.282637445,-0.075973718,0.395805455,0.306086207,0.023402897,0.368772909,0.290133984,0.104175685,0.268230637,0.290133984,0.104175685,0.268230637,0.287310314,-0.460827578,-0.324752301,0.30217423,0.010093289,-0.280216215,0.174531755,0.527792623,-0.138727946,0.525551247,-0.432196115,-0.068560735,0.554558765,0.230075968,-0.064186991,0.287616036,0.548854381,0.00408687,0.057849241,NA,0.05527708,0.269639855,NA,0.004359153,0.067816982,NA,-0.123141943,0.116708514,0.122614304,-0.262209825,0.518549783,0.523716616,-0.074699488,0.203845583,-1,-0.284210718,-0.496787566,-1,-0.228715342,0.02667548,NA,NA,0.025128505,NA,NA,NA,0.169824013,0.079802579,NA,0.111090232,0.328068241
nback_comb_2,0.050107858,0.93683119,-0.970725343,0.124995877,0.74710379,-0.240192231,0.07693813,1,-0.693375245,0.289139529,0.296466485,0.838627869,0.323572331,0.252717867,0.729412669,0.291124309,0.164029966,0.45392065,0.291124309,0.164029966,0.45392065,0.013813815,-0.062387388,0.891042111,0.081178008,-0.098383794,0.944911183,0.058191619,-0.10954654,0.895574235,-0.083273598,0.334894593,0.45392065,0.335841889,0.644661559,0.704376068,0.303895819,0.358836665,0.838627869,NA,NA,0.61413236,NA,NA,0.963123137,NA,NA,0.585500029,0.046817025,0.13993654,0.977079572,-0.192172776,-0.148808698,-0.975233334,NA,NA,-0.34995662,NA,NA,0.313989737,NA,NA,NA,NA,NA,NA,NA,-0.396779435,-0.48917263,NA,NA,-0.525955475
nback_comb_3,0.281423021,-0.811739351,0.681595004,0.484543712,-0.188982237,0.832517179,0.47616287,-0.693375245,1,0.047453462,0.097590007,-0.280365414,6.77E-04,0.169030851,-0.394028282,-0.040913869,0.239045722,-0.51378864,-0.040913869,0.239045722,-0.51378864,-0.003880947,NA,-0.420707584,-0.423512242,1,-0.374429811,-0.547089023,1,-0.163958015,-0.157584187,1,-0.380172377,-0.678075102,1,-0.477052124,-0.492447286,1,-0.193131937,0.022429946,NA,-0.196509394,0.170376872,NA,-0.455561645,-0.034707733,NA,-0.264082988,1,1,-0.439691891,1,1,-0.094381104,-0.09525264,-1,-0.215470695,0.298256219,-1,-0.350322769,-0.168094658,NA,NA,-0.168172839,NA,NA,NA,-0.412125915,-0.227927721,NA,-1,0.026548737
corsi_bspan_1,0.110377433,0.239040057,0.14243627,0.314102918,0.295951783,-0.07577069,0.282637445,0.289139529,0.047453462,1,0.680158278,0.634498176,0.946298747,0.63716571,0.554248342,0.803605374,0.500123503,0.441678639,0.803605374,0.500123503,0.441678639,0.081690617,0.123986796,-0.349892825,0.087530162,0.600245048,-0.377927012,0.038597851,0.508039989,-0.371595848,0.318087195,0.162274181,0.162636023,0.409639604,0.658606612,0.071447712,0.199012259,0.485243597,-0.118847059,0.383372231,NA,0.129618962,0.668501011,NA,0.216701231,0.191371116,NA,-0.111702978,0.384403688,0.379296499,-0.359726964,-0.22347319,-0.213488253,-0.580740327,0.176709554,-1,-0.184581235,-0.032122146,-1,-0.522566326,-0.022568071,NA,NA,-0.025732332,NA,NA,NA,0.009720996,-0.028845742,NA,-0.183076362,-0.109146121
corsi_bspan_2,-0.195248594,0.147700655,-0.125988158,0.019663203,0.485744493,0.3086067,-0.075973718,0.296466485,0.097590007,0.680158278,1,1,0.634694497,0.951203574,0.982682673,0.567998636,0.761052628,0.87038828,0.567998636,0.761052628,0.87038828,0.447415385,0.349013896,0.471404521,0.264997716,0.32075015,0.968495997,-0.167030033,-0.062169312,0.574801249,0.68713006,0.62654321,0.826810631,0.547474775,0.633485784,0.906216889,-0.09239446,0.11060653,0.577350269,NA,NA,0.92717265,NA,NA,0.612266443,NA,NA,0.441342081,0.256765009,0.00616861,0.641257323,-0.495230342,-0.493494914,-0.42204729,NA,NA,0.388465484,NA,NA,-0.410169786,NA,NA,NA,NA,NA,NA,NA,-0.302950208,-0.011574043,NA,NA,-0.368964028
corsi_bspan_3,0.344839291,0.726900461,0.172867282,0.327797079,1,-0.532212817,0.395805455,0.838627869,-0.280365414,0.634498176,1,1,0.657202773,0.962250449,0.969265813,0.658139093,0.816496581,0.842317879,0.658139093,0.816496581,0.842317879,-0.215848553,NA,-0.357117511,-0.14914323,1,-0.275622961,-0.102481597,1,-0.200023601,0.338722194,1,0.266897752,0.561060507,1,0.373589698,0.147469008,1,0.191130132,0.216520331,NA,0.097641683,-0.029903251,NA,0.231000803,0.19973541,NA,-0.146089337,1,1,-0.19568409,1,1,-0.468136031,0.024266056,NA,-0.094486439,-0.357107913,NA,-0.563411154,-0.289847594,NA,NA,-0.298605022,NA,NA,NA,0.069896091,-0.130158753,NA,1,-0.378363138
corsi_score_1,0.172664279,0.302342082,0.03362805,0.302740081,0.250782033,-0.054242744,0.306086207,0.323572331,6.77E-04,0.946298747,0.634694497,0.657202773,1,0.678347541,0.585393608,0.940086089,0.623801954,0.479796006,0.940086089,0.623801954,0.479796006,0.066797624,0.130597595,-0.179647391,0.086714306,0.560863384,-0.165714766,0.050432809,0.449126023,-0.173194145,0.288969761,0.167726084,0.20258772,0.374820841,0.675027913,0.210906141,0.17646037,0.502463822,0.03110755,0.412678869,NA,0.347856562,0.620140983,NA,0.32331258,0.226088039,NA,0.077844854,0.399253832,0.390268955,-0.17451087,-0.12484878,-0.141343929,-0.485903502,0.164472426,-1,-0.076075798,-0.088025137,-1,-0.447879811,-0.126875215,NA,NA,-0.130576054,NA,NA,NA,0.004029492,-0.021184674,NA,-0.15648135,-0.122935414
corsi_score_2,-0.146518053,0.152188124,-0.21821789,0.123027434,0.357491284,0.534522484,0.023402897,0.252717867,0.169030851,0.63716571,0.951203574,0.962250449,0.678347541,1,0.970802492,0.67454798,0.918123235,0.904534034,0.67454798,0.918123235,0.904534034,0.352954643,0.346544637,0.272165527,0.267807059,0.261221787,0.864158565,-0.086917842,-0.13196441,0.641599201,0.65085884,0.591806781,0.82452977,0.479049541,0.612650821,0.971665621,-0.118013931,0.123298105,0.666666667,NA,NA,0.994134847,NA,NA,0.446516458,NA,NA,0.605040227,0.235353188,0.018223484,0.489659149,-0.403483865,-0.41813151,-0.274507394,NA,NA,0.358849043,NA,NA,-0.422205456,NA,NA,NA,NA,NA,NA,NA,-0.309070768,0.017440073,NA,NA,-0.371878615
corsi_score_3,0.320715594,0.594385587,0.116400244,0.289439721,0.984324138,-0.632250318,0.368772909,0.729412669,-0.394028282,0.554248342,0.982682673,0.969265813,0.585393608,0.970802492,1,0.6049371,0.855847512,0.944998157,0.6049371,0.855847512,0.944998157,-0.124258059,NA,-0.257515775,-0.011456425,1,-0.179985836,0.022034389,1,-0.158882676,0.467313437,1,0.372268223,0.558372552,1,0.459543976,0.027723347,1,0.172853691,0.093437773,NA,0.103030954,-0.12971278,NA,0.179373154,0.075839533,NA,-0.152530997,1,1,-0.120519375,1,1,-0.457802856,0.116159563,-1,-0.006723612,-0.415116878,-1,-0.491382372,-0.244263944,NA,NA,-0.252437628,NA,NA,NA,0.149859737,-0.062334077,NA,1,-0.383397125
corsi_corr_1,0.222479452,0.308496,-0.015128403,0.239048321,0.150628934,-0.090047641,0.290133984,0.291124309,-0.040913869,0.803605374,0.567998636,0.658139093,0.940086089,0.67454798,0.6049371,1,0.692404475,0.534434267,1,0.692404475,0.534434267,0.049611558,0.05835666,-0.089496976,0.066469219,0.396868193,-0.026228363,0.043723895,0.348004929,-0.024750117,0.269366988,0.098486543,0.163619363,0.331644941,0.658339982,0.197371938,0.126253176,0.542986857,0.058336264,0.362477834,NA,0.489005764,0.475399268,NA,0.325701121,0.213389001,NA,0.188759346,0.453324282,0.34279293,-0.11896483,-0.038731214,-0.085088449,-0.447197168,0.163284442,-1,-0.029455074,-0.210918703,-1,-0.432778459,-0.24873719,NA,NA,-0.252687857,NA,NA,NA,0.011031806,0.020666146,NA,-0.106894681,-0.053073077
corsi_corr_2,-0.081070664,0.124093806,-0.3086067,0.185188558,0.17602623,0.755928946,0.104175685,0.164029966,0.239045722,0.500123503,0.761052628,0.816496581,0.623801954,0.918123235,0.855847512,0.692404475,1,0.852802865,0.692404475,1,0.852802865,0.200077013,0.316272678,0,0.272863842,0.164398987,0.646996639,0.042477249,-0.215820449,0.657052556,0.583067752,0.471942448,0.736459694,0.396787188,0.572717388,0.951329561,-0.111227844,0.181701472,0.707106781,NA,NA,0.973328527,NA,NA,0.197334259,NA,NA,0.742952693,0.228113086,0.06499034,0.253347296,-0.325891548,-0.354759494,-0.065417865,NA,NA,0.285462666,NA,NA,-0.393279681,NA,NA,NA,NA,NA,NA,NA,-0.359400789,0.014942025,NA,NA,-0.344016481
corsi_corr_3,0.224959888,0.286142848,0.002468662,0.196409694,0.866025404,-0.709146555,0.268230637,0.45392065,-0.51378864,0.441678639,0.87038828,0.842317879,0.479796006,0.904534034,0.944998157,0.534434267,0.852802865,1,0.534434267,0.852802865,1,-0.031092674,NA,-0.130496922,0.155101593,1,-0.039703092,0.185200101,1,-0.06064903,0.526043558,1,0.417568864,0.471919654,1,0.478790405,-0.099243234,1,0.133530303,0.042120045,NA,0.145574244,-0.143973895,NA,0.091839922,0.04637514,NA,-0.106219911,1,1,-0.051767338,1,1,-0.382922094,0.178649628,-1,0.055189949,-0.45509649,-1,-0.364610063,-0.213935047,NA,NA,-0.220322624,NA,NA,NA,0.241845352,0.093330284,NA,1,-0.281303776
corsi_mspan_1,0.222479452,0.308496,-0.015128403,0.239048321,0.150628934,-0.090047641,0.290133984,0.291124309,-0.040913869,0.803605374,0.567998636,0.658139093,0.940086089,0.67454798,0.6049371,1,0.692404475,0.534434267,1,0.692404475,0.534434267,0.049611558,0.05835666,-0.089496976,0.066469219,0.396868193,-0.026228363,0.043723895,0.348004929,-0.024750117,0.269366988,0.098486543,0.163619363,0.331644941,0.658339982,0.197371938,0.126253176,0.542986857,0.058336264,0.362477834,NA,0.489005764,0.475399268,NA,0.325701121,0.213389001,NA,0.188759346,0.453324282,0.34279293,-0.11896483,-0.038731214,-0.085088449,-0.447197168,0.163284442,-1,-0.029455074,-0.210918703,-1,-0.432778459,-0.24873719,NA,NA,-0.252687857,NA,NA,NA,0.011031806,0.020666146,NA,-0.106894681,-0.053073077
corsi_mspan_2,-0.081070664,0.124093806,-0.3086067,0.185188558,0.17602623,0.755928946,0.104175685,0.164029966,0.239045722,0.500123503,0.761052628,0.816496581,0.623801954,0.918123235,0.855847512,0.692404475,1,0.852802865,0.692404475,1,0.852802865,0.200077013,0.316272678,0,0.272863842,0.164398987,0.646996639,0.042477249,-0.215820449,0.657052556,0.583067752,0.471942448,0.736459694,0.396787188,0.572717388,0.951329561,-0.111227844,0.181701472,0.707106781,NA,NA,0.973328527,NA,NA,0.197334259,NA,NA,0.742952693,0.228113086,0.06499034,0.253347296,-0.325891548,-0.354759494,-0.065417865,NA,NA,0.285462666,NA,NA,-0.393279681,NA,NA,NA,NA,NA,NA,NA,-0.359400789,0.014942025,NA,NA,-0.344016481
corsi_mspan_3,0.224959888,0.286142848,0.002468662,0.196409694,0.866025404,-0.709146555,0.268230637,0.45392065,-0.51378864,0.441678639,0.87038828,0.842317879,0.479796006,0.904534034,0.944998157,0.534434267,0.852802865,1,0.534434267,0.852802865,1,-0.031092674,NA,-0.130496922,0.155101593,1,-0.039703092,0.185200101,1,-0.06064903,0.526043558,1,0.417568864,0.471919654,1,0.478790405,-0.099243234,1,0.133530303,0.042120045,NA,0.145574244,-0.143973895,NA,0.091839922,0.04637514,NA,-0.106219911,1,1,-0.051767338,1,1,-0.382922094,0.178649628,-1,0.055189949,-0.45509649,-1,-0.364610063,-0.213935047,NA,NA,-0.220322624,NA,NA,NA,0.241845352,0.093330284,NA,1,-0.281303776
kirk_ceil_1,0.227720453,-0.084879131,0.233239836,0.221906201,0.183448024,-0.154697981,0.287310314,0.013813815,-0.003880947,0.081690617,0.447415385,-0.215848553,0.066797624,0.352954643,-0.124258059,0.049611558,0.200077013,-0.031092674,0.049611558,0.200077013,-0.031092674,1,0.764244658,0.307007021,0.520967899,0.41830387,0.42037304,-0.121138053,-0.416601045,0.400953159,0.49669761,0.568549735,-0.122621847,0.331770402,-0.01462984,-0.079841649,-0.292270489,-0.449383844,0.044430863,0.289157321,NA,0.11533664,0.07897323,NA,0.206163572,0.235164127,NA,0.019792853,-0.227703532,-0.333186562,0.435322479,-0.81699293,-0.861594441,0.148680612,0.02507577,-1,0.007904321,-0.407582745,-1,0.430379142,0.214208682,NA,NA,0.21365686,NA,NA,NA,-0.053900102,0.0309649,NA,-0.185897758,0.215502948
kirk_ceil_2,-0.496702957,-0.145918815,NA,-0.276807819,0.058616022,NA,-0.460827578,-0.062387388,NA,0.123986796,0.349013896,NA,0.130597595,0.346544637,NA,0.05835666,0.316272678,NA,0.05835666,0.316272678,NA,0.764244658,1,NA,0.387624579,0.637186006,NA,-0.351172894,-0.475514589,NA,0.501492219,0.66029656,NA,0.047077098,-0.081678296,NA,-0.552471923,-0.581817078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.47040376,-0.302035803,NA,-0.796402777,-0.792177116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.357792174,0.189807362,NA,NA,-0.251138305
kirk_ceil_3,-0.247827017,0.958186971,-0.623233663,-0.332837323,0.5,-0.054627638,-0.324752301,0.891042111,-0.420707584,-0.349892825,0.471404521,-0.357117511,-0.179647391,0.272165527,-0.257515775,-0.089496976,0,-0.130496922,-0.089496976,0,-0.130496922,0.307007021,NA,1,0.601037707,NA,0.881748517,0.647196594,NA,0.470923201,-0.068667327,NA,0.4226879,0.110605514,NA,0.446394925,0.17271232,NA,0.108005697,-0.681667971,NA,0.49674953,-0.3587766,NA,0.389373719,-0.790550542,NA,0.516345767,NA,NA,0.870271047,NA,NA,0.203426277,0.329291489,-1,0.778922427,-0.166075328,-1,0.49388156,0.202409484,NA,NA,0.209298724,NA,NA,NA,0.612791551,0.450167703,NA,0.997176465,0.444175499
kirk_raw_1,0.306125409,0.225807708,-0.364256969,0.195439687,-0.189008281,-0.285063154,0.30217423,0.081178008,-0.423512242,0.087530162,0.264997716,-0.14914323,0.086714306,0.267807059,-0.011456425,0.066469219,0.272863842,0.155101593,0.066469219,0.272863842,0.155101593,0.520967899,0.387624579,0.601037707,1,0.476819767,0.835631875,0.779671216,0.05000202,0.825135889,0.367719844,0.031461945,-0.01490627,0.380600724,0.267943281,0.380466743,0.132933352,0.216824326,0.553068218,0.497244606,NA,0.572795444,0.431723203,NA,0.363573704,0.359941502,NA,0.519903685,-0.079006035,0.080784332,0.726156756,-0.465893036,-0.419289281,0.359482073,0.23320989,1,0.354201053,-0.123917244,1,0.590903272,0.387986254,NA,NA,0.391588159,NA,NA,NA,0.329440498,0.081720324,NA,0.284481754,0.365413535
kirk_raw_2,-2.78E-16,-0.158776837,-1,0.03954825,0.012457252,1,0.010093289,-0.098383794,1,0.600245048,0.32075015,1,0.560863384,0.261221787,1,0.396868193,0.164398987,1,0.396868193,0.164398987,1,0.41830387,0.637186006,NA,0.476819767,1,1,0.004200939,0.371153744,1,0.262828742,0.19245009,1,0.313625024,0.109722956,1,0.048795004,-0.060286195,1,NA,NA,1,NA,NA,1,NA,NA,1,0.029648669,0.016026519,1,-0.455680178,-0.487784393,-1,NA,NA,1,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,-0.101385411,0.105071618,NA,NA,-0.093344252
kirk_raw_3,-0.179189652,0.870570992,-0.608772767,-0.314405132,0.970725343,-0.042012196,-0.280216215,0.944911183,-0.374429811,-0.377927012,0.968495997,-0.275622961,-0.165714766,0.864158565,-0.179985836,-0.026228363,0.646996639,-0.039703092,-0.026228363,0.646996639,-0.039703092,0.42037304,NA,0.881748517,0.835631875,1,1,0.872644411,1,0.820428783,-0.205404568,1,0.183563628,-0.018242591,1,0.484731382,0.173347721,1,0.458129846,0.073922127,NA,0.709791059,0.240551204,NA,0.382140518,-0.019627283,NA,0.663204789,1,1,0.887646868,1,1,0.349877936,0.33779477,NA,0.639366699,-0.258517305,NA,0.515835274,0.444715084,NA,NA,0.449414962,NA,NA,NA,0.593588562,0.390974801,NA,0.802955069,0.421227355
kirk_acc_1,0.199582537,0.255859472,-0.629102257,0.10793817,-0.301085867,-0.262865226,0.174531755,0.058191619,-0.547089023,0.038597851,-0.167030033,-0.102481597,0.050432809,-0.086917842,0.022034389,0.043723895,0.042477249,0.185200101,0.043723895,0.042477249,0.185200101,-0.121138053,-0.351172894,0.647196594,0.779671216,0.004200939,0.872644411,1,0.384601255,0.84889975,0.099897452,-0.459615824,0.059587799,0.249656492,0.218831008,0.535235036,0.410712328,0.548254288,0.676352404,0.381559325,NA,0.708458473,0.525686194,NA,0.383747089,0.269169315,NA,0.695016149,0.153946587,0.335285625,0.741894689,0.334009138,0.405668559,0.394878639,0.281291052,1,0.470086723,0.09485976,1,0.494103048,0.345078063,NA,NA,0.349776229,NA,NA,NA,0.432517808,0.107617779,NA,0.400355957,0.305068501
kirk_acc_2,0.569974518,-0.08694085,-1,0.338583629,-0.090929926,1,0.527792623,-0.10954654,1,0.508039989,-0.062169312,1,0.449126023,-0.13196441,1,0.348004929,-0.215820449,1,0.348004929,-0.215820449,1,-0.416601045,-0.475514589,NA,0.05000202,0.371153744,1,0.384601255,1,1,-0.293681888,-0.578703704,1,0.265140399,0.166855631,1,0.67209886,0.581595876,1,NA,NA,1,NA,NA,1,NA,NA,1,0.590314983,0.374522755,1,0.457543822,0.411081069,-1,NA,NA,1,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,0.339860762,-0.090964642,NA,NA,0.224590655
kirk_acc_3,-0.066463505,0.800877191,-0.427109221,-0.17594204,0.993399268,0.065290088,-0.138727946,0.895574235,-0.163958015,-0.371595848,0.574801249,-0.200023601,-0.173194145,0.641599201,-0.158882676,-0.024750117,0.657052556,-0.06064903,-0.024750117,0.657052556,-0.06064903,0.400953159,NA,0.470923201,0.825135889,1,0.820428783,0.84889975,1,1,-0.422225983,1,-0.274285038,-0.217322523,1,0.291506176,0.197571949,1,0.757179218,0.769319684,NA,0.775750089,0.549335037,NA,0.309718788,0.831866572,NA,0.738460314,1,1,0.636841642,1,1,0.564887663,0.155532048,1,0.20415413,-0.148202002,1,0.484702622,0.605199939,NA,NA,0.60667881,NA,NA,NA,0.303170101,0.090752036,NA,-0.637306543,0.21372265
kbit_ceil_1,0.399174233,-0.207436011,0.148908841,0.460748804,0.201068502,-0.282600769,0.525551247,-0.083273598,-0.157584187,0.318087195,0.68713006,0.338722194,0.288969761,0.65085884,0.467313437,0.269366988,0.583067752,0.526043558,0.269366988,0.583067752,0.526043558,0.49669761,0.501492219,-0.068667327,0.367719844,0.262828742,-0.205404568,0.099897452,-0.293681888,-0.422225983,1,0.52387894,0.694614174,0.910390376,0.455233899,0.340729475,0.011447866,0.019919359,-0.38128424,0.157321762,NA,-0.55287709,0.435445564,NA,-0.507810692,0.130654363,NA,-0.696061604,0.213292472,0.099087693,-0.007434734,-0.757911358,-0.758487668,-0.388594359,0.284506324,-1,0.061502647,-0.333392318,-1,-0.239759719,0.176581084,NA,NA,0.176854507,NA,NA,NA,0.197547892,0.331821941,NA,0.764196607,0.296570987
kbit_ceil_2,-0.570434267,0.061113233,-1,-0.203215415,0.617330288,1,-0.432196115,0.334894593,1,0.162274181,0.62654321,1,0.167726084,0.591806781,1,0.098486543,0.471942448,1,0.098486543,0.471942448,1,0.568549735,0.66029656,NA,0.031461945,0.19245009,1,-0.459615824,-0.578703704,1,0.52387894,1,1,0.089278305,0.299585985,1,-0.525873758,-0.467950705,1,NA,NA,1,NA,NA,1,NA,NA,1,-0.370882791,0.028786847,1,-0.616571487,-0.534840414,-1,NA,NA,1,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,-0.54493199,-0.150668071,NA,NA,-0.669105581
kbit_ceil_3,0.071614665,0.286142848,-0.312889131,-0.183189588,0.866025404,-0.224925868,-0.068560735,0.45392065,-0.380172377,0.162636023,0.826810631,0.266897752,0.20258772,0.82452977,0.372268223,0.163619363,0.736459694,0.417568864,0.163619363,0.736459694,0.417568864,-0.122621847,NA,0.4226879,-0.01490627,1,0.183563628,0.059587799,1,-0.274285038,0.694614174,1,1,0.525138439,1,0.727550227,-0.176942721,1,-0.217460791,-0.77551283,NA,-0.159450708,-0.484807403,NA,-0.104186964,-0.870758235,NA,-0.305005644,1,1,0.413981856,1,1,-0.413347662,0.35487562,-1,0.666876306,-0.201105201,-1,-0.234585448,-0.123305579,NA,NA,-0.121442673,NA,NA,NA,0.39203669,0.422923091,NA,0.995362999,0.125116429
kbit_raw_1,0.420454213,0.297906984,-0.416059756,0.503611825,0.326341018,-0.592465849,0.554558765,0.335841889,-0.678075102,0.409639604,0.547474775,0.561060507,0.374820841,0.479049541,0.558372552,0.331644941,0.396787188,0.471919654,0.331644941,0.396787188,0.471919654,0.331770402,0.047077098,0.110605514,0.380600724,0.313625024,-0.018242591,0.249656492,0.265140399,-0.217322523,0.910390376,0.089278305,0.525138439,1,0.814055678,0.402473942,0.398541794,0.669001857,-0.077460545,0.239595042,NA,-0.170379042,0.569919497,NA,0.309820603,0.208407107,NA,-0.173127137,0.667172015,0.288175534,0.298612868,-0.437181364,-0.419554699,-0.155436291,0.271920796,1,-0.007231987,-0.258173001,1,-0.032639414,0.283862041,NA,NA,0.284487904,NA,NA,NA,0.244942755,0.309198628,NA,0.71271892,0.291712532
